No saved genome found.
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 57.40
Genome 5: Fitness 90.87
Genome 6: Fitness 76.37
Genome 7: Fitness 87.36
Genome 8: Fitness 51.04
Genome 9: Fitness 47.48
Genome 10: Fitness 84.30
Genome 11: Fitness 82.60
Genome 12: Fitness 80.07
Genome 13: Fitness 58.46
Genome 14: Fitness 56.99
Genome 15: Fitness 52.17
Genome 16: Fitness 34.04
Genome 17: Fitness 6.39
Genome 18: Fitness 85.90
Genome 19: Fitness 75.94
Genome 20: Fitness 68.40
Genome 21: Fitness 53.26
Genome 22: Fitness 40.53
Genome 23: Fitness 84.41
Genome 24: Fitness 33.12
Genome 25: Fitness 48.97
Genome 26: Fitness 90.67
Genome 27: Fitness 84.56
Genome 28: Fitness 43.08
Genome 29: Fitness 67.40
Genome 30: Fitness 71.83
Genome 31: Fitness 37.29
Genome 32: Fitness 37.75
Genome 33: Fitness 24.32
Genome 34: Fitness 34.71
Genome 35: Fitness 58.50
Genome 36: Fitness 43.33
Genome 37: Fitness 56.84
Genome 38: Fitness 84.77
Genome 39: Fitness 63.73
Genome 40: Fitness 84.27
Genome 41: Fitness 43.35
Genome 42: Fitness 34.44
Genome 43: Fitness 33.15
Genome 44: Fitness 51.05
Genome 45: Fitness 60.57
Genome 46: Fitness 40.31
Genome 47: Fitness 63.80
Genome 48: Fitness 86.79
Genome 49: Fitness 55.88
Genome 50: Fitness 60.45
Best fitness: 93.83
Generation 56/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 31.41
Genome 5: Fitness 75.44
Genome 6: Fitness 49.25
Genome 7: Fitness 92.34
Genome 8: Fitness 38.80
Genome 9: Fitness 36.98
Genome 10: Fitness 46.67
Genome 11: Fitness 84.29
Genome 12: Fitness 6.26
Genome 13: Fitness 76.20
Genome 14: Fitness 72.02
Genome 15: Fitness 75.04
Genome 16: Fitness 43.32
Genome 17: Fitness 56.82
Genome 18: Fitness 91.60
Genome 19: Fitness 16.37
Genome 20: Fitness 56.91
Genome 21: Fitness 39.87
Genome 22: Fitness 45.12
Genome 23: Fitness 33.78
Genome 24: Fitness 72.63
Genome 25: Fitness 52.87
Genome 26: Fitness 52.98
Genome 27: Fitness 12.64
Genome 28: Fitness 77.38
Genome 29: Fitness 81.88
Genome 30: Fitness 49.96
Genome 31: Fitness 72.26
Genome 32: Fitness 47.20
Genome 33: Fitness 32.86
Genome 34: Fitness 56.28
Genome 35: Fitness 63.06
Genome 36: Fitness 46.86
Genome 37: Fitness 48.74
Genome 38: Fitness 76.43
Genome 39: Fitness 74.00
Genome 40: Fitness 58.16
Genome 41: Fitness 91.19
Genome 42: Fitness 26.35
Genome 43: Fitness 49.63
Genome 44: Fitness 31.06
Genome 45: Fitness 57.59
Genome 46: Fitness 57.13
Genome 47: Fitness 38.90
Genome 48: Fitness 51.79
Genome 49: Fitness 76.69
Genome 50: Fitness 56.90
Best fitness: 93.83
Generation 57/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 46.85
Genome 5: Fitness 72.55
Genome 6: Fitness 53.81
Genome 7: Fitness 42.96
Genome 8: Fitness 61.08
Genome 9: Fitness 53.46
Genome 10: Fitness 52.26
Genome 11: Fitness 41.97
Genome 12: Fitness 43.72
Genome 13: Fitness 83.49
Genome 14: Fitness 37.86
Genome 15: Fitness 39.43
Genome 16: Fitness 83.47
Genome 17: Fitness 67.03
Genome 18: Fitness 59.22
Genome 19: Fitness 35.68
Genome 20: Fitness 52.17
Genome 21: Fitness 41.50
Genome 22: Fitness 74.94
Genome 23: Fitness 61.43
Genome 24: Fitness 36.67
Genome 25: Fitness 27.49
Genome 26: Fitness 83.35
Genome 27: Fitness 54.85
Genome 28: Fitness 84.59
Genome 29: Fitness 64.41
Genome 30: Fitness 11.94
Genome 31: Fitness 56.97
Genome 32: Fitness 45.32
Genome 33: Fitness 58.22
Genome 34: Fitness 51.06
Genome 35: Fitness 67.17
Genome 36: Fitness 81.82
Genome 37: Fitness 41.11
Genome 38: Fitness 7.96
Genome 39: Fitness 78.73
Genome 40: Fitness 60.63
Genome 41: Fitness 18.43
Genome 42: Fitness 58.18
Genome 43: Fitness 9.54
Genome 44: Fitness 32.98
Genome 45: Fitness 78.83
Genome 46: Fitness 41.39
Genome 47: Fitness 34.97
Genome 48: Fitness 72.86
Genome 49: Fitness 76.77
Genome 50: Fitness 89.63
Best fitness: 93.83
Generation 58/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 38.77
Genome 5: Fitness 32.75
Genome 6: Fitness 76.22
Genome 7: Fitness 36.59
Genome 8: Fitness 48.68
Genome 9: Fitness 34.38
Genome 10: Fitness 84.69
Genome 11: Fitness 49.34
Genome 12: Fitness 45.19
Genome 13: Fitness 62.05
Genome 14: Fitness 32.12
Genome 15: Fitness 34.33
Genome 16: Fitness 40.54
Genome 17: Fitness 71.88
Genome 18: Fitness 78.29
Genome 19: Fitness 88.90
Genome 20: Fitness 37.35
Genome 21: Fitness 86.61
Genome 22: Fitness 31.41
Genome 23: Fitness 61.24
Genome 24: Fitness 47.52
Genome 25: Fitness 63.44
Genome 26: Fitness 75.84
Genome 27: Fitness 33.64
Genome 28: Fitness 32.59
Genome 29: Fitness 60.51
Genome 30: Fitness 77.14
Genome 31: Fitness 17.78
Genome 32: Fitness 14.62
Genome 33: Fitness 16.03
Genome 34: Fitness 89.06
Genome 35: Fitness 51.11
Genome 36: Fitness 36.92
Genome 37: Fitness 38.42
Genome 38: Fitness 45.06
Genome 39: Fitness 60.35
Genome 40: Fitness 87.71
Genome 41: Fitness 46.98
Genome 42: Fitness 57.80
Genome 43: Fitness 59.42
Genome 44: Fitness 52.03
Genome 45: Fitness 46.79
Genome 46: Fitness 33.05
Genome 47: Fitness 71.64
Genome 48: Fitness 87.28
Genome 49: Fitness 44.45
Genome 50: Fitness 39.63
Best fitness: 93.83
Generation 59/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 31.27
Genome 5: Fitness 70.88
Genome 6: Fitness 39.64
Genome 7: Fitness 26.02
Genome 8: Fitness 11.76
Genome 9: Fitness 17.28
Genome 10: Fitness 40.16
Genome 11: Fitness 34.84
Genome 12: Fitness 53.94
Genome 13: Fitness 45.14
Genome 14: Fitness 59.12
Genome 15: Fitness 88.11
Genome 16: Fitness 85.98
Genome 17: Fitness 77.52
Genome 18: Fitness 81.57
Genome 19: Fitness 72.46
Genome 20: Fitness 91.23
Genome 21: Fitness 70.03
Genome 22: Fitness 48.23
Genome 23: Fitness 48.40
Genome 24: Fitness 53.65
Genome 25: Fitness 57.84
Genome 26: Fitness 77.56
Genome 27: Fitness 36.56
Genome 28: Fitness 89.77
Genome 29: Fitness 77.61
Genome 30: Fitness 64.56
Genome 31: Fitness 23.96
Genome 32: Fitness 35.05
Genome 33: Fitness 18.85
Genome 34: Fitness 37.30
Genome 35: Fitness 32.68
Genome 36: Fitness 57.45
Genome 37: Fitness 82.77
Genome 38: Fitness 36.84
Genome 39: Fitness 37.97
Genome 40: Fitness 19.37
Genome 41: Fitness 31.03
Genome 42: Fitness 30.03
Genome 43: Fitness 85.98
Genome 44: Fitness 52.34
Genome 45: Fitness 55.01
Genome 46: Fitness 92.61
Genome 47: Fitness 35.72
Genome 48: Fitness 42.50
Genome 49: Fitness 28.49
Genome 50: Fitness 19.99
Best fitness: 93.83
Generation 60/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 55.95
Genome 5: Fitness 53.33
Genome 6: Fitness 30.25
Genome 7: Fitness 39.81
Genome 8: Fitness 43.68
Genome 9: Fitness 39.02
Genome 10: Fitness 86.68
Genome 11: Fitness 77.73
Genome 12: Fitness 82.30
Genome 13: Fitness 72.31
Genome 14: Fitness 47.88
Genome 15: Fitness 59.06
Genome 16: Fitness 42.62
Genome 17: Fitness 35.21
Genome 18: Fitness 92.89
Genome 19: Fitness 64.33
Genome 20: Fitness 86.11
Genome 21: Fitness 31.70
Genome 22: Fitness 79.88
Genome 23: Fitness 28.16
Genome 24: Fitness 73.31
Genome 25: Fitness 38.52
Genome 26: Fitness 73.21
Genome 27: Fitness 45.46
Genome 28: Fitness 55.27
Genome 29: Fitness 56.05
Genome 30: Fitness 32.15
Genome 31: Fitness 17.79
Genome 32: Fitness 44.16
Genome 33: Fitness 22.04
Genome 34: Fitness 74.20
Genome 35: Fitness 31.53
Genome 36: Fitness 28.25
Genome 37: Fitness 85.07
Genome 38: Fitness 91.20
Genome 39: Fitness 45.25
Genome 40: Fitness 42.70
Genome 41: Fitness 61.78
Genome 42: Fitness 86.57
Genome 43: Fitness 48.77
Genome 44: Fitness 53.48
Genome 45: Fitness 76.67
Genome 46: Fitness 85.61
Genome 47: Fitness 40.37
Genome 48: Fitness 38.77
Genome 49: Fitness 70.28
Genome 50: Fitness 62.04
Best fitness: 93.83
Generation 61/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 53.79
Genome 5: Fitness 78.17
Genome 6: Fitness 86.70
Genome 7: Fitness 48.85
Genome 8: Fitness 45.46
Genome 9: Fitness 83.56
Genome 10: Fitness 33.06
Genome 11: Fitness 46.39
Genome 12: Fitness 34.12
Genome 13: Fitness 69.69
Genome 14: Fitness 90.43
Genome 15: Fitness 19.73
Genome 16: Fitness 70.43
Genome 17: Fitness 18.27
Genome 18: Fitness 49.68
Genome 19: Fitness 67.93
Genome 20: Fitness 85.54
Genome 21: Fitness 73.26
Genome 22: Fitness 31.67
Genome 23: Fitness 58.83
Genome 24: Fitness 35.58
Genome 25: Fitness 30.40
Genome 26: Fitness 50.42
Genome 27: Fitness 84.86
Genome 28: Fitness 50.65
Genome 29: Fitness 53.68
Genome 30: Fitness 29.43
Genome 31: Fitness 35.44
Genome 32: Fitness 83.75
Genome 33: Fitness 38.12
Genome 34: Fitness 64.62
Genome 35: Fitness 36.83
Genome 36: Fitness 77.40
Genome 37: Fitness 64.79
Genome 38: Fitness 64.00
Genome 39: Fitness 83.54
Genome 40: Fitness 31.14
Genome 41: Fitness 30.51
Genome 42: Fitness 45.45
Genome 43: Fitness 77.37
Genome 44: Fitness 43.30
Genome 45: Fitness 52.34
Genome 46: Fitness 80.71
Genome 47: Fitness 31.00
Genome 48: Fitness 47.48
Genome 49: Fitness 41.33
Genome 50: Fitness 26.83
Best fitness: 93.83
Generation 62/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 52.39
Genome 5: Fitness 63.20
Genome 6: Fitness 31.97
Genome 7: Fitness 39.27
Genome 8: Fitness 43.89
Genome 9: Fitness 74.58
Genome 10: Fitness 85.50
Genome 11: Fitness 69.96
Genome 12: Fitness 60.33
Genome 13: Fitness 35.25
Genome 14: Fitness 48.53
Genome 15: Fitness 79.49
Genome 16: Fitness 90.30
Genome 17: Fitness 41.09
Genome 18: Fitness 36.24
Genome 19: Fitness 34.57
Genome 20: Fitness 30.29
Genome 21: Fitness 48.33
Genome 22: Fitness 91.88
Genome 23: Fitness 31.88
Genome 24: Fitness 32.50
Genome 25: Fitness 79.32
Genome 26: Fitness 38.53
Genome 27: Fitness 92.73
Genome 28: Fitness 30.62
Genome 29: Fitness 88.72
Genome 30: Fitness 10.27
Genome 31: Fitness 65.87
Genome 32: Fitness 85.90
Genome 33: Fitness 78.97
Genome 34: Fitness 31.57
Genome 35: Fitness 66.32
Genome 36: Fitness 87.40
Genome 37: Fitness 62.73
Genome 38: Fitness 10.07
Genome 39: Fitness 27.55
Genome 40: Fitness 31.99
Genome 41: Fitness 59.74
Genome 42: Fitness 39.07
Genome 43: Fitness 78.81
Genome 44: Fitness 31.47
Genome 45: Fitness 66.06
Genome 46: Fitness 48.66
Genome 47: Fitness 83.35
Genome 48: Fitness 84.08
Genome 49: Fitness 42.79
Genome 50: Fitness 49.75
Best fitness: 93.83
Generation 63/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 73.48
Genome 5: Fitness 52.15
Genome 6: Fitness 43.77
Genome 7: Fitness 78.32
Genome 8: Fitness 46.57
Genome 9: Fitness 14.79
Genome 10: Fitness 79.88
Genome 11: Fitness 40.38
Genome 12: Fitness 74.00
Genome 13: Fitness 31.04
Genome 14: Fitness 66.22
Genome 15: Fitness 38.64
Genome 16: Fitness 47.84
Genome 17: Fitness 29.84
Genome 18: Fitness 31.05
Genome 19: Fitness 61.83
Genome 20: Fitness 62.08
Genome 21: Fitness 6.50
Genome 22: Fitness 56.94
Genome 23: Fitness 55.66
Genome 24: Fitness 43.65
Genome 25: Fitness 49.49
Genome 26: Fitness 86.16
Genome 27: Fitness 79.97
Genome 28: Fitness 45.03
Genome 29: Fitness 34.95
Genome 30: Fitness 42.53
Genome 31: Fitness 77.89
Genome 32: Fitness 60.23
Genome 33: Fitness 32.58
Genome 34: Fitness 53.62
Genome 35: Fitness 35.67
Genome 36: Fitness 62.09
Genome 37: Fitness 48.14
Genome 38: Fitness 71.82
Genome 39: Fitness 32.06
Genome 40: Fitness 32.71
Genome 41: Fitness 50.85
Genome 42: Fitness 6.60
Genome 43: Fitness 31.24
Genome 44: Fitness 15.66
Genome 45: Fitness 45.69
Genome 46: Fitness 73.16
Genome 47: Fitness 33.44
Genome 48: Fitness 35.33
Genome 49: Fitness 77.64
Genome 50: Fitness 65.57
Best fitness: 93.83
Generation 64/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 37.89
Genome 5: Fitness 17.79
Genome 6: Fitness 25.90
Genome 7: Fitness 82.24
Genome 8: Fitness 49.79
Genome 9: Fitness 7.42
Genome 10: Fitness 42.03
Genome 11: Fitness 49.25
Genome 12: Fitness 41.16
Genome 13: Fitness 56.19
Genome 14: Fitness 76.12
Genome 15: Fitness 86.00
Genome 16: Fitness 86.33
Genome 17: Fitness 53.94
Genome 18: Fitness 36.49
Genome 19: Fitness 36.35
Genome 20: Fitness 39.18
Genome 21: Fitness 27.84
Genome 22: Fitness 9.69
Genome 23: Fitness 37.96
Genome 24: Fitness 34.82
Genome 25: Fitness 41.95
Genome 26: Fitness 30.79
Genome 27: Fitness 63.69
Genome 28: Fitness 42.78
Genome 29: Fitness 52.63
Genome 30: Fitness 33.92
Genome 31: Fitness 32.77
Genome 32: Fitness 38.40
Genome 33: Fitness 62.60
Genome 34: Fitness 62.43
Genome 35: Fitness 32.84
Genome 36: Fitness 83.32
Genome 37: Fitness 53.13
Genome 38: Fitness 7.62
Genome 39: Fitness 35.45
Genome 40: Fitness 60.34
Genome 41: Fitness 31.71
Genome 42: Fitness 35.77
Genome 43: Fitness 31.70
Genome 44: Fitness 42.18
Genome 45: Fitness 87.90
Genome 46: Fitness 59.77
Genome 47: Fitness 89.26
Genome 48: Fitness 30.66
Genome 49: Fitness 53.57
Genome 50: Fitness 63.39
Best fitness: 93.83
Generation 65/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 39.70
Genome 5: Fitness 53.76
Genome 6: Fitness 80.72
Genome 7: Fitness 56.40
Genome 8: Fitness 33.07
Genome 9: Fitness 30.88
Genome 10: Fitness 50.97
Genome 11: Fitness 36.88
Genome 12: Fitness 34.79
Genome 13: Fitness 66.67
Genome 14: Fitness 55.73
Genome 15: Fitness 16.08
Genome 16: Fitness 57.03
Genome 17: Fitness 15.23
Genome 18: Fitness 57.94
Genome 19: Fitness 31.24
Genome 20: Fitness 14.16
Genome 21: Fitness 45.01
Genome 22: Fitness 65.30
Genome 23: Fitness 41.27
Genome 24: Fitness 29.27
Genome 25: Fitness 7.84
Genome 26: Fitness 61.71
Genome 27: Fitness 30.11
Genome 28: Fitness 35.25
Genome 29: Fitness 72.13
Genome 30: Fitness 85.22
Genome 31: Fitness 56.98
Genome 32: Fitness 51.72
Genome 33: Fitness 44.68
Genome 34: Fitness 8.68
Genome 35: Fitness 64.21
Genome 36: Fitness 82.70
Genome 37: Fitness 81.38
Genome 38: Fitness 37.60
Genome 39: Fitness 9.58
Genome 40: Fitness 31.08
Genome 41: Fitness 40.89
Genome 42: Fitness 59.84
Genome 43: Fitness 71.03
Genome 44: Fitness 73.18
Genome 45: Fitness 59.67
Genome 46: Fitness 30.76
Genome 47: Fitness 83.50
Genome 48: Fitness 21.22
Genome 49: Fitness 73.02
Genome 50: Fitness 65.79
Best fitness: 93.83
Generation 66/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 51.29
Genome 5: Fitness 55.74
Genome 6: Fitness 45.56
Genome 7: Fitness 29.33
Genome 8: Fitness 37.04
Genome 9: Fitness 35.87
Genome 10: Fitness 73.29
Genome 11: Fitness 72.49
Genome 12: Fitness 89.47
Genome 13: Fitness 85.75
Genome 14: Fitness 25.59
Genome 15: Fitness 31.93
Genome 16: Fitness 80.66
Genome 17: Fitness 58.77
Genome 18: Fitness 29.95
Genome 19: Fitness 31.47
Genome 20: Fitness 42.81
Genome 21: Fitness 84.38
Genome 22: Fitness 74.06
Genome 23: Fitness 70.00
Genome 24: Fitness 62.74
Genome 25: Fitness 31.47
Genome 26: Fitness 90.58
Genome 27: Fitness 87.64
Genome 28: Fitness 29.40
Genome 29: Fitness 23.56
Genome 30: Fitness 80.29
Genome 31: Fitness 42.71
Genome 32: Fitness 46.11
Genome 33: Fitness 46.83
Genome 34: Fitness 69.38
Genome 35: Fitness 63.31
Genome 36: Fitness 48.55
Genome 37: Fitness 27.42
Genome 38: Fitness 12.42
Genome 39: Fitness 33.79
Genome 40: Fitness 51.44
Genome 41: Fitness 84.54
Genome 42: Fitness 82.96
Genome 43: Fitness 73.22
Genome 44: Fitness 33.96
Genome 45: Fitness 78.34
Genome 46: Fitness 75.13
Genome 47: Fitness 32.32
Genome 48: Fitness 62.26
Genome 49: Fitness 55.89
Genome 50: Fitness 56.43
Best fitness: 93.83
Generation 67/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 33.16
Genome 5: Fitness 30.19
Genome 6: Fitness 57.13
Genome 7: Fitness 65.31
Genome 8: Fitness 32.68
Genome 9: Fitness 72.97
Genome 10: Fitness 32.89
Genome 11: Fitness 57.30
Genome 12: Fitness 49.50
Genome 13: Fitness 57.67
Genome 14: Fitness 78.01
Genome 15: Fitness 37.40
Genome 16: Fitness 34.44
Genome 17: Fitness 57.40
Genome 18: Fitness 57.20
Genome 19: Fitness 87.31
Genome 20: Fitness 52.08
Genome 21: Fitness 83.70
Genome 22: Fitness 38.90
Genome 23: Fitness 18.05
Genome 24: Fitness 76.58
Genome 25: Fitness 85.04
Genome 26: Fitness 80.60
Genome 27: Fitness 36.37
Genome 28: Fitness 62.23
Genome 29: Fitness 35.26
Genome 30: Fitness 75.52
Genome 31: Fitness 78.60
Genome 32: Fitness 33.03
Genome 33: Fitness 35.38
Genome 34: Fitness 55.70
Genome 35: Fitness 80.24
Genome 36: Fitness 76.16
Genome 37: Fitness 63.89
Genome 38: Fitness 36.56
Genome 39: Fitness 54.35
Genome 40: Fitness 77.76
Genome 41: Fitness 33.53
Genome 42: Fitness 81.78
Genome 43: Fitness 55.31
Genome 44: Fitness 87.75
Genome 45: Fitness 86.68
Genome 46: Fitness 54.04
Genome 47: Fitness 29.97
Genome 48: Fitness 19.57
Genome 49: Fitness 30.00
Genome 50: Fitness 62.52
Best fitness: 93.83
Generation 68/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 62.10
Genome 5: Fitness 59.28
Genome 6: Fitness 85.66
Genome 7: Fitness 50.36
Genome 8: Fitness 16.41
Genome 9: Fitness 27.97
Genome 10: Fitness 51.37
Genome 11: Fitness 22.64
Genome 12: Fitness 45.03
Genome 13: Fitness 63.07
Genome 14: Fitness 54.44
Genome 15: Fitness 89.70
Genome 16: Fitness 80.02
Genome 17: Fitness 87.54
Genome 18: Fitness 62.32
Genome 19: Fitness 56.44
Genome 20: Fitness 29.93
Genome 21: Fitness 85.48
Genome 22: Fitness 44.14
Genome 23: Fitness 56.44
Genome 24: Fitness 66.34
Genome 25: Fitness 52.33
Genome 26: Fitness 38.57
Genome 27: Fitness 42.73
Genome 28: Fitness 34.56
Genome 29: Fitness 84.86
Genome 30: Fitness 47.73
Genome 31: Fitness 80.31
Genome 32: Fitness 66.77
Genome 33: Fitness 62.67
Genome 34: Fitness 44.40
Genome 35: Fitness 53.56
Genome 36: Fitness 32.12
Genome 37: Fitness 86.28
Genome 38: Fitness 36.79
Genome 39: Fitness 48.99
Genome 40: Fitness 37.87
Genome 41: Fitness 56.10
Genome 42: Fitness 69.68
Genome 43: Fitness 32.92
Genome 44: Fitness 57.97
Genome 45: Fitness 28.97
Genome 46: Fitness 54.74
Genome 47: Fitness 38.48
Genome 48: Fitness 59.40
Genome 49: Fitness 77.03
Genome 50: Fitness 34.56
Best fitness: 93.83
Generation 69/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 23.86
Genome 5: Fitness 59.24
Genome 6: Fitness 46.60
Genome 7: Fitness 29.87
Genome 8: Fitness 41.64
Genome 9: Fitness 87.91
Genome 10: Fitness 38.87
Genome 11: Fitness 92.07
Genome 12: Fitness 82.80
Genome 13: Fitness 51.75
Genome 14: Fitness 72.29
Genome 15: Fitness 60.78
Genome 16: Fitness 40.39
Genome 17: Fitness 83.59
Genome 18: Fitness 86.14
Genome 19: Fitness 59.18
Genome 20: Fitness 78.54
Genome 21: Fitness 35.11
Genome 22: Fitness 66.91
Genome 23: Fitness 30.49
Genome 24: Fitness 54.26
Genome 25: Fitness 58.18
Genome 26: Fitness 32.28
Genome 27: Fitness 40.09
Genome 28: Fitness 42.58
Genome 29: Fitness 65.04
Genome 30: Fitness 29.35
Genome 31: Fitness 48.27
Genome 32: Fitness 48.06
Genome 33: Fitness 43.43
Genome 34: Fitness 75.58
Genome 35: Fitness 45.15
Genome 36: Fitness 80.33
Genome 37: Fitness 32.35
Genome 38: Fitness 84.81
Genome 39: Fitness 59.92
Genome 40: Fitness 32.24
Genome 41: Fitness 29.84
Genome 42: Fitness 47.14
Genome 43: Fitness 53.74
Genome 44: Fitness 84.95
Genome 45: Fitness 53.69
Genome 46: Fitness 23.72
Genome 47: Fitness 57.82
Genome 48: Fitness 34.01
Genome 49: Fitness 53.71
Genome 50: Fitness 45.38
Best fitness: 93.83
Generation 70/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 46.19
Genome 5: Fitness 36.92
Genome 6: Fitness 9.13
Genome 7: Fitness 67.06
Genome 8: Fitness 21.87
Genome 9: Fitness 81.02
Genome 10: Fitness 32.62
Genome 11: Fitness 81.72
Genome 12: Fitness 55.88
Genome 13: Fitness 66.59
Genome 14: Fitness 49.17
Genome 15: Fitness 30.47
Genome 16: Fitness 85.95
Genome 17: Fitness 39.15
Genome 18: Fitness 52.79
Genome 19: Fitness 31.38
Genome 20: Fitness 38.94
Genome 21: Fitness 58.97
Genome 22: Fitness 37.12
Genome 23: Fitness 61.15
Genome 24: Fitness 50.34
Genome 25: Fitness 75.55
Genome 26: Fitness 53.85
Genome 27: Fitness 73.69
Genome 28: Fitness 8.65
Genome 29: Fitness 20.49
Genome 30: Fitness 90.01
Genome 31: Fitness 22.88
Genome 32: Fitness 47.61
Genome 33: Fitness 80.53
Genome 34: Fitness 41.27
Genome 35: Fitness 57.09
Genome 36: Fitness 80.49
Genome 37: Fitness 44.49
Genome 38: Fitness 54.11
Genome 39: Fitness 57.22
Genome 40: Fitness 34.61
Genome 41: Fitness 56.20
Genome 42: Fitness 31.39
Genome 43: Fitness 35.94
Genome 44: Fitness 81.77
Genome 45: Fitness 50.35
Genome 46: Fitness 67.29
Genome 47: Fitness 40.96
Genome 48: Fitness 78.06
Genome 49: Fitness 52.47
Genome 50: Fitness 20.82
Best fitness: 93.83
Generation 71/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.18
Genome 3: Fitness 93.06
Genome 4: Fitness 77.48
Genome 5: Fitness 93.64
Genome 6: Fitness 15.44
Genome 7: Fitness 45.07
Genome 8: Fitness 48.14
Genome 9: Fitness 48.44
Genome 10: Fitness 40.96
Genome 11: Fitness 81.61
Genome 12: Fitness 37.29
Genome 13: Fitness 57.35
Genome 14: Fitness 32.73
Genome 15: Fitness 24.60
Genome 16: Fitness 57.44
Genome 17: Fitness 67.12
Genome 18: Fitness 56.75
Genome 19: Fitness 58.70
Genome 20: Fitness 15.79
Genome 21: Fitness 84.68
Genome 22: Fitness 78.84
Genome 23: Fitness 82.34
Genome 24: Fitness 40.87
Genome 25: Fitness 83.25
Genome 26: Fitness 69.76
Genome 27: Fitness 50.46
Genome 28: Fitness 39.09
Genome 29: Fitness 22.98
Genome 30: Fitness 57.56
Genome 31: Fitness 69.45
Genome 32: Fitness 40.99
Genome 33: Fitness 21.55
Genome 34: Fitness 58.94
Genome 35: Fitness 57.45
Genome 36: Fitness 45.03
Genome 37: Fitness 60.68
Genome 38: Fitness 35.78
Genome 39: Fitness 41.65
Genome 40: Fitness 15.97
Genome 41: Fitness 26.89
Genome 42: Fitness 37.02
Genome 43: Fitness 54.81
Genome 44: Fitness 36.45
Genome 45: Fitness 80.69
Genome 46: Fitness 46.43
Genome 47: Fitness 83.73
Genome 48: Fitness 35.61
Genome 49: Fitness 26.29
Genome 50: Fitness 66.39
Best fitness: 93.83
Generation 72/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 58.16
Genome 5: Fitness 73.26
Genome 6: Fitness 59.02
Genome 7: Fitness 62.26
Genome 8: Fitness 62.92
Genome 9: Fitness 38.20
Genome 10: Fitness 49.97
Genome 11: Fitness 85.00
Genome 12: Fitness 85.92
Genome 13: Fitness 74.74
Genome 14: Fitness 73.64
Genome 15: Fitness 62.99
Genome 16: Fitness 54.41
Genome 17: Fitness 37.86
Genome 18: Fitness 35.12
Genome 19: Fitness 84.98
Genome 20: Fitness 58.15
Genome 21: Fitness 13.38
Genome 22: Fitness 82.44
Genome 23: Fitness 91.64
Genome 24: Fitness 85.09
Genome 25: Fitness 32.19
Genome 26: Fitness 45.62
Genome 27: Fitness 32.07
Genome 28: Fitness 93.12
Genome 29: Fitness 30.91
Genome 30: Fitness 40.89
Genome 31: Fitness 30.02
Genome 32: Fitness 85.85
Genome 33: Fitness 70.54
Genome 34: Fitness 41.97
Genome 35: Fitness 73.98
Genome 36: Fitness 83.68
Genome 37: Fitness 84.45
Genome 38: Fitness 22.19
Genome 39: Fitness 49.21
Genome 40: Fitness 39.49
Genome 41: Fitness 52.65
Genome 42: Fitness 55.58
Genome 43: Fitness 22.92
Genome 44: Fitness 47.05
Genome 45: Fitness 59.92
Genome 46: Fitness 31.59
Genome 47: Fitness 29.47
Genome 48: Fitness 87.29
Genome 49: Fitness 62.03
Genome 50: Fitness 63.14
Best fitness: 93.83
Generation 73/100
Genome 1: Fitness 93.83
Genome 2: Fitness 93.64
Genome 3: Fitness 93.18
Genome 4: Fitness 52.26
Genome 5: Fitness 55.10
Genome 6: Fitness 67.39
Genome 7: Fitness 84.46
Genome 8: Fitness 84.41
Genome 9: Fitness 81.15
Genome 10: Fitness 58.92
Genome 11: Fitness 70.92
